title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
Grain-size dependence of the flow stress of Cu from millimeters to nanometers;Hans Conrad;2004;https://link.springer.com/article/10.1007/s11661-004-0214-5;https://link.springer.com/content/pdf/10.1007%2Fs11661-004-0214-5.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;108;https://doi.org/10.1007/s11661-004-0214-5;
A complete navigation system for goal acquisition in unknown environments;Anthony Stentz,    Martial Hebert;1995;https://link.springer.com/article/10.1007/BF00735431;https://link.springer.com/content/pdf/10.1007%2FBF00735431.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;77;https://doi.org/10.1007/BF00735431;
Efficient algorithms for scheduling data broadcast;Sohail Hameed,    Nitin H. Vaidya;1999;https://link.springer.com/article/10.1023/A%3A1019194826654;https://link.springer.com/content/pdf/10.1023%2FA%3A1019194826654.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;85;https://doi.org/10.1023/A:1019194826654;y
Diffusion and interface control of reactions in alloys;Mats Hillert;1975;https://link.springer.com/article/10.1007/BF02673664;https://link.springer.com/content/pdf/10.1007%2FBF02673664.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;187;https://doi.org/10.1007/BF02673664;
Random waypoint mobility model in cellular networks;Esa Hyytiä,    Jorma Virtamo;2007;https://link.springer.com/article/10.1007/s11276-006-4600-3;https://link.springer.com/content/pdf/10.1007%2Fs11276-006-4600-3.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;71;https://doi.org/10.1007/s11276-006-4600-3;
Robust Downlink Power Control in Wireless Cellular Systems;Mehrzad Biguesh,    Shahram Shahbazpanahi…;2004;https://link.springer.com/article/10.1155/S1687147204406112;https://link.springer.com/content/pdf/10.1155%2FS1687147204406112.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;56;https://doi.org/10.1155/S1687147204406112;
Hydrogen-induced cracking in 4340-type steel: Effects of composition, yield strength, and H2 pressure;N. Bandyopadhyay,    Jun Kameda,    C. J. Mcmahon;1983;https://link.springer.com/article/10.1007/BF02644292;https://link.springer.com/content/pdf/10.1007%2FBF02644292.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;67;https://doi.org/10.1007/BF02644292;
A model for microstructure evolution in adiabatic shear bands;Joy A. Hines,    Kenneth S. Vecchio,    Said Ahzi;1998;https://link.springer.com/article/10.1007/s11661-998-0172-4;https://link.springer.com/content/pdf/10.1007%2Fs11661-998-0172-4.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;75;https://doi.org/10.1007/s11661-998-0172-4;
Personalization versus Privacy: An Empirical Examination of the Online Consumer’s Dilemma;Ramnath K. Chellappa,    Raymond G. Sin;2005;https://link.springer.com/article/10.1007/s10799-005-5879-y;https://link.springer.com/content/pdf/10.1007%2Fs10799-005-5879-y.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;249;https://doi.org/10.1007/s10799-005-5879-y;
Multi-Criteria Recommender Systems;Gediminas Adomavicius,    Nikos Manouselis,    YoungOk Kwon;2011;https://link.springer.com/chapter/10.1007/978-0-387-85820-3_24;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;51;https://doi.org/10.1007/978-0-387-85820-3_24;
"Dislocations, kink bands, and room-temperature plasticity of Ti3SiC2
";M. W. Barsoum,    L. Farber,    T. El-Raghy;1999;https://link.springer.com/article/10.1007/s11661-999-0172-z;https://link.springer.com/content/pdf/10.1007%2Fs11661-999-0172-z.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;199;https://doi.org/10.1007/s11661-999-0172-z;
Omnidirectional Vision Based Topological Navigation;Toon Goedemé,    Marnix Nuttin,    Tinne Tuytelaars…;2007;https://link.springer.com/article/10.1007/s11263-006-0025-9;https://link.springer.com/content/pdf/10.1007%2Fs11263-006-0025-9.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;116;https://doi.org/10.1007/s11263-006-0025-9;
Roball, the Rolling Robot;François Michaud,    Serge Caron;2002;https://link.springer.com/article/10.1023/A%3A1014005728519;https://link.springer.com/content/pdf/10.1023%2FA%3A1014005728519.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;72;https://doi.org/10.1023/A:1014005728519;
The role of microstructural instability on creep behavior of a martensitic 9Cr-2W steel;F. Abe,    S. Nakazawa,    H. Araki,    T. Noda;1992;https://link.springer.com/article/10.1007/BF02801164;https://link.springer.com/content/pdf/10.1007%2FBF02801164.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;81;https://doi.org/10.1007/BF02801164;
Metastable structures in metallurgy;David Turnbull;1981;https://link.springer.com/article/10.1007/BF02654454;https://link.springer.com/content/pdf/10.1007%2FBF02654454.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;59;https://doi.org/10.1007/BF02654454;
Auction-Based Spectrum Sharing;Jianwei Huang,    Randall A. Berry,    Michael L. Honig;2006;https://link.springer.com/article/10.1007/s11036-006-5192-y;https://link.springer.com/content/pdf/10.1007%2Fs11036-006-5192-y.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;374;https://doi.org/10.1007/s11036-006-5192-y;
Ratio-based time synchronization protocol in wireless sensor networks;Jang-Ping Sheu,    Wei-Kai Hu,    Jen-Chiao Lin;2008;https://link.springer.com/article/10.1007/s11235-008-9081-5;https://link.springer.com/content/pdf/10.1007%2Fs11235-008-9081-5.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;6;265;https://doi.org/10.1007/s11235-008-9081-5;y
Web Usage Mining as a Tool for Personalization: A Survey;Dimitrios Pierrakos,    Georgios Paliouras…;2003;https://link.springer.com/article/10.1023/A%3A1026238916441;https://link.springer.com/content/pdf/10.1023%2FA%3A1026238916441.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;6;125;https://doi.org/10.1023/A:1026238916441;
Developing a customer value-based theory of the firm;Stanley F. Slater;1997;https://link.springer.com/article/10.1007/BF02894352;https://link.springer.com/content/pdf/10.1007%2FBF02894352.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;306;https://doi.org/10.1007/BF02894352;
Effects of SiC whiskers and particles on precipitation in aluminum matrix composites;John M. Papazian;1988;https://link.springer.com/article/10.1007/BF02647721;https://link.springer.com/content/pdf/10.1007%2FBF02647721.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;3;164;https://doi.org/10.1007/BF02647721;
Application of the theory of martensite crystallography to displacive phase transformations in substitutional nonferrous alloys;B. C. Muddle,    J. F. Nie,    G. R. Hugo;1994;https://link.springer.com/article/10.1007/BF02649032;https://link.springer.com/content/pdf/10.1007%2FBF02649032.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;57;https://doi.org/10.1007/BF02649032;
Mechanism of oxide adherence on Fe-25Cr-4Al (Y or Sc) alloys;J. K. Tien,    F. S. Pettit;1972;https://link.springer.com/article/10.1007/BF02643050;https://link.springer.com/content/pdf/10.1007%2FBF02643050.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;302;https://doi.org/10.1007/BF02643050;
A critical-strain criterion for hydrogen embrittlement of cold-drawn, ultrafine pearlitic steel;D. G. Enos,    J. R. Scully;2002;https://link.springer.com/article/10.1007/s11661-002-0217-z;https://link.springer.com/content/pdf/10.1007%2Fs11661-002-0217-z.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;60;https://doi.org/10.1007/s11661-002-0217-z;
Particle swarm-based olfactory guided search;Lino Marques,    Urbano Nunes,    A. T. de Almeida;2006;https://link.springer.com/article/10.1007/s10514-006-7567-0;https://link.springer.com/content/pdf/10.1007%2Fs10514-006-7567-0.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;3;98;https://doi.org/10.1007/s10514-006-7567-0;
Assessing the Accuracy of Self-Reported Data: an Evaluation of the Toxics Release Inventory;Scott de Marchi,    James T. Hamilton;2006;https://link.springer.com/article/10.1007/s10797-006-6666-3;https://link.springer.com/content/pdf/10.1007%2Fs10797-006-6666-3.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;56;https://doi.org/10.1007/s10797-006-6666-3;
Biometric Recognition: Overview and Recent Advances;Anil K. Jain;2007;https://link.springer.com/chapter/10.1007/978-3-540-76725-1_2;https://link.springer.com/content/pdf/10.1007%2F978-3-540-76725-1_2.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;5;99;https://doi.org/10.1007/978-3-540-76725-1_2;
Heterogeneous Teams of Modular Robots for Mapping and Exploration;Robert Grabowski,    Luis E. Navarro-Serment,    Christiaan J.J. Paredis…;2000;https://link.springer.com/article/10.1023/A%3A1008933826411;https://link.springer.com/content/pdf/10.1023%2FA%3A1008933826411.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;4;88;https://doi.org/10.1023/A:1008933826411;
How to get from A to B: strategies for analysing protein motion on DNA;Stephen E. Halford,    Mark D. Szczelkun;2002;https://link.springer.com/article/10.1007/s00249-002-0224-4;https://link.springer.com/content/pdf/10.1007%2Fs00249-002-0224-4.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/s00249-002-0224-4;
Epipolar-plane image analysis: An approach to determining structure from motion;Robert C. Bolles,    H. Harlyn Baker…;1987;https://link.springer.com/article/10.1007/BF00128525;https://link.springer.com/content/pdf/10.1007%2FBF00128525.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;395;https://doi.org/10.1007/BF00128525;
Scheduling Sleeping Nodes in High Density Cluster-based Sensor Networks;Jing Deng,    Yunghsiang S. Han,    Wendi B. Heinzelman…;2005;https://link.springer.com/article/10.1007/s11036-005-4441-9;https://link.springer.com/content/pdf/10.1007%2Fs11036-005-4441-9.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;72;https://doi.org/10.1007/s11036-005-4441-9;y
Compatibility of deformation in two-phase Ti-Al alloys: Dependence on microstructure and orientation relationships;J. Luster,    M. A. Morris;1995;https://link.springer.com/article/10.1007/BF02670762;https://link.springer.com/content/pdf/10.1007%2FBF02670762.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;3;110;https://doi.org/10.1007/BF02670762;
Modeling the flow behavior of a medium carbon microalloyed steel under hot working conditions;J. M. Cabrera,    A. Al Omar,    J. M. Prado…;1997;https://link.springer.com/article/10.1007/s11661-997-0181-8;https://link.springer.com/content/pdf/10.1007%2Fs11661-997-0181-8.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;2;94;https://doi.org/10.1007/s11661-997-0181-8;
Experimental observations on the nucleation and growth of δ′ (Al3Li) in dilute Al-Li alloys;S. F. Baumann,    D. B. Williams;1985;https://link.springer.com/article/10.1007/BF02670325;https://link.springer.com/content/pdf/10.1007%2FBF02670325.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_SpringerLink.csv;SpringerLink;1;55;https://doi.org/10.1007/BF02670325;
From Centralized Workflow Specification to Distributed Workflow Execution;Peter Muth,    Dirk Wodtke,    Jeanine Weissenfels…;1998;https://link.springer.com/article/10.1023/A%3A1008608810770;https://link.springer.com/content/pdf/10.1023%2FA%3A1008608810770.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;79;https://doi.org/10.1023/A:1008608810770;
Workflow Patterns;W.M.P. van der Aalst,    A.H.M. ter Hofstede…;2003;https://link.springer.com/article/10.1023/A%3A1022883727209;https://link.springer.com/content/pdf/10.1023%2FA%3A1022883727209.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;1100;https://doi.org/10.1023/A:1022883727209;
The Montreal Taxonomy for Electronic Negotiations;Michael Ströbel,    Christof Weinhardt;2003;https://link.springer.com/article/10.1023/A%3A1023072922126;https://link.springer.com/content/pdf/10.1023%2FA%3A1023072922126.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;64;https://doi.org/10.1023/A:1023072922126;
Care-O-bot II—Development of a Next Generation Robotic Home Assistant;Birgit Graf,    Matthias Hans,    Rolf D. Schraft;2004;https://link.springer.com/article/10.1023/B%3AAURO.0000016865.35796.e9;https://link.springer.com/content/pdf/10.1023%2FB%3AAURO.0000016865.35796.e9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;147;https://doi.org/10.1023/B:AURO.0000016865.35796.e9;
A Flexible Framework for Fault Tolerance in the Grid;Soonwook Hwang,    Carl Kesselman;2003;https://link.springer.com/article/10.1023/B%3AGRID.0000035187.54694.75;https://link.springer.com/content/pdf/10.1023%2FB%3AGRID.0000035187.54694.75.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;76;https://doi.org/10.1023/B:GRID.0000035187.54694.75;
Energy-Balanced Task Allocation for Collaborative Processing in Wireless Sensor Networks;Yang Yu,    Viktor K. Prasanna;2005;https://link.springer.com/article/10.1023/B%3AMONE.0000048550.31717.c5;https://link.springer.com/content/pdf/10.1023%2FB%3AMONE.0000048550.31717.c5.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;92;https://doi.org/10.1023/B:MONE.0000048550.31717.c5;y
Testing Real-Time Systems Using UPPAAL;Anders Hessel,    Kim G. Larsen,    Marius Mikucionis…;2008;https://link.springer.com/chapter/10.1007/978-3-540-78917-8_3;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;5;76;https://doi.org/10.1007/978-3-540-78917-8_3;
Design for Timing Predictability;Lothar Thiele,    Reinhard Wilhelm;2004;https://link.springer.com/article/10.1023/B%3ATIME.0000045316.66276.6e;https://link.springer.com/content/pdf/10.1023%2FB%3ATIME.0000045316.66276.6e.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;55;https://doi.org/10.1023/B:TIME.0000045316.66276.6e;
The RETSINA MAS Infrastructure;Katia Sycara,    Massimo Paolucci…;2003;https://link.springer.com/article/10.1023/A%3A1024172719965;https://link.springer.com/content/pdf/10.1023%2FA%3A1024172719965.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;62;https://doi.org/10.1023/A:1024172719965;
An Asynchronous Communication Model for Distributed Concurrent Objects;Einar Broch Johnsen,    Olaf Owe;2007;https://link.springer.com/article/10.1007/s10270-006-0011-2;https://link.springer.com/content/pdf/10.1007%2Fs10270-006-0011-2.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;74;https://doi.org/10.1007/s10270-006-0011-2;
DAML-S: Web Service Description for the Semantic Web;Anupriya Ankolekar,    Mark Burstein,    Jerry R. Hobbs…;2002;https://link.springer.com/chapter/10.1007/3-540-48005-6_27;https://link.springer.com/content/pdf/10.1007%2F3-540-48005-6_27.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;53;https://doi.org/10.1007/3-540-48005-6_27;
Tutorial on agent-based modelling and simulation;C M Macal,    M J North;2010;https://link.springer.com/article/10.1057/jos.2010.3;https://link.springer.com/content/pdf/10.1057%2Fjos.2010.3.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;10;460;https://doi.org/10.1057/jos.2010.3;
Business alignment: using process mining as a tool for Delta analysis and conformance testing;W. M. P. van der Aalst;2005;https://link.springer.com/article/10.1007/s00766-005-0001-x;https://link.springer.com/content/pdf/10.1007%2Fs00766-005-0001-x.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;62;https://doi.org/10.1007/s00766-005-0001-x;
Modeling a Dynamic Data Replication Strategy to Increase System Availability in Cloud Computing Environments;Da-Wei Sun,    Gui-Ran Chang,    Shang Gao…;2012;https://link.springer.com/article/10.1007/s11390-012-1221-4;https://link.springer.com/content/pdf/10.1007%2Fs11390-012-1221-4.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;51;https://doi.org/10.1007/s11390-012-1221-4;
Environment programming in multi-agent systems: an artifact-based perspective;Alessandro Ricci,    Michele Piunti,    Mirko Viroli;2011;https://link.springer.com/article/10.1007/s10458-010-9140-7;https://link.springer.com/content/pdf/10.1007%2Fs10458-010-9140-7.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;54;https://doi.org/10.1007/s10458-010-9140-7;
Architectural Foundations for Real-Time Performance in Intelligent Agents;Barbara Hayes-Roth;1993;https://link.springer.com/chapter/10.1007/978-3-642-77927-5_27;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;6;60;https://doi.org/10.1007/978-3-642-77927-5_27;
What’s in a Service?;Michael P. Papazoglou;2007;https://link.springer.com/chapter/10.1007/978-3-540-75132-8_3;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;6;157;https://doi.org/10.1007/978-3-540-75132-8_3;
SOCRADES: A Web Service Based Shop Floor Integration Infrastructure;Luciana Moreira Sá de Souza,    Patrik Spiess,    Dominique Guinard…;2008;https://link.springer.com/chapter/10.1007/978-3-540-78731-0_4;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;5;73;https://doi.org/10.1007/978-3-540-78731-0_4;
The Embedded Systems Design Challenge;Thomas A. Henzinger,    Joseph Sifakis;2006;https://link.springer.com/chapter/10.1007/11813040_1;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;6;533;https://doi.org/10.1007/11813040_1;
Hormone-Inspired Self-Organization and Distributed Control of Robotic Swarms;Wei-Min Shen,    Peter Will,    Aram Galstyan,    Cheng-Ming Chuong;2004;https://link.springer.com/article/10.1023/B%3AAURO.0000032940.08116.f1;https://link.springer.com/content/pdf/10.1023%2FB%3AAURO.0000032940.08116.f1.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;5;103;https://doi.org/10.1023/B:AURO.0000032940.08116.f1;
A Native and Adaptive Approach for Unified Processing of Linked Streams and Linked Data;Danh Le-Phuoc,    Minh Dao-Tran,    Josiane Xavier Parreira…;2011;https://link.springer.com/chapter/10.1007/978-3-642-25073-6_24;https://link.springer.com/content/pdf/10.1007%2F978-3-642-25073-6_24.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;110;https://doi.org/10.1007/978-3-642-25073-6_24;
Offshoring and the global distribution of work: Implications for task interdependence theory and practice;Kuldeep Kumar,    Paul C van Fenema…;2009;https://link.springer.com/article/10.1057/jibs.2008.77;https://link.springer.com/content/pdf/10.1057%2Fjibs.2008.77.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;84;https://doi.org/10.1057/jibs.2008.77;
Broadcast Disks: Data Management for Asymmetric Communication Environments;Swarup Acharya,    Rafael Alonso,    Michael Franklin,    Stanley Zdonik;1996;https://link.springer.com/chapter/10.1007/978-0-585-29603-6_12;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;51;https://doi.org/10.1007/978-0-585-29603-6_12;
Specifying distributed software architectures;Jeff Magee,    Naranker Dulay,    Susan Eisenbach,    Jeff Kramer;1995;https://link.springer.com/chapter/10.1007/3-540-60406-5_12;https://link.springer.com/content/pdf/10.1007%2F3-540-60406-5_12.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;110;https://doi.org/10.1007/3-540-60406-5_12;
Radio Resource Management for Heterogeneous Wireless Access;Jordi Pérez-Romero,    Xavier Gelabert…;2009;https://link.springer.com/chapter/10.1007/978-0-387-09777-0_5;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;11;108;https://doi.org/10.1007/978-0-387-09777-0_5;
Trace Clustering in Process Mining;Minseok Song,    Christian W. Günther…;2009;https://link.springer.com/chapter/10.1007/978-3-642-00328-8_11;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;62;https://doi.org/10.1007/978-3-642-00328-8_11;
Player Simulation and General Adversary Structures in Perfect Multiparty Computation;Martin Hirt,    Ueli Maurer;2000;https://link.springer.com/article/10.1007/s001459910003;https://link.springer.com/content/pdf/10.1007%2Fs001459910003.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;58;https://doi.org/10.1007/s001459910003;
An overview of energy efficiency techniques in cluster computing systems;Giorgio Luigi Valentini,    Walter Lassonde,    Samee Ullah Khan…;2013;https://link.springer.com/article/10.1007/s10586-011-0171-x;https://link.springer.com/content/pdf/10.1007%2Fs10586-011-0171-x.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;97;https://doi.org/10.1007/s10586-011-0171-x;
Parallel stereocorrelation on a reconfigurable multi-ring network;Hamid R. Arabnia,    Suchendra M. Bhandarkar;1996;https://link.springer.com/article/10.1007/BF00130109;https://link.springer.com/content/pdf/10.1007%2FBF00130109.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;55;https://doi.org/10.1007/BF00130109;
A Positive Theory of Social Entrepreneurship;Filipe M. Santos;2012;https://link.springer.com/article/10.1007/s10551-012-1413-4;https://link.springer.com/content/pdf/10.1007%2Fs10551-012-1413-4.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;263;https://doi.org/10.1007/s10551-012-1413-4;
Social media analytics: a survey of techniques, tools and platforms;Bogdan Batrinca,    Philip C. Treleaven;2015;https://link.springer.com/article/10.1007/s00146-014-0549-4;https://link.springer.com/content/pdf/10.1007%2Fs00146-014-0549-4.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;59;https://doi.org/10.1007/s00146-014-0549-4;
Visual Homing: Surfing on the Epipoles;Ronen Basri,    Ehud Rivlin,    Ilan Shimshoni;1999;https://link.springer.com/article/10.1023/A%3A1008194012143;https://link.springer.com/content/pdf/10.1023%2FA%3A1008194012143.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;54;https://doi.org/10.1023/A:1008194012143;
Genetic process mining: an experimental evaluation;A. K. A. de Medeiros,    A. J. M. M. Weijters…;2007;https://link.springer.com/article/10.1007/s10618-006-0061-7;https://link.springer.com/content/pdf/10.1007%2Fs10618-006-0061-7.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;152;https://doi.org/10.1007/s10618-006-0061-7;
Eliciting security requirements and tracing them to design: an integration of Common Criteria, heuristics, and UMLsec;Siv Hilde Houmb,    Shareeful Islam,    Eric Knauss,    Jan Jürjens…;2010;https://link.springer.com/article/10.1007/s00766-009-0093-9;https://link.springer.com/content/pdf/10.1007%2Fs00766-009-0093-9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;54;https://doi.org/10.1007/s00766-009-0093-9;
Towards a Structured Design of Electronic Negotiations;Martin Bichler,    Gregory Kersten,    Stefan Strecker;2003;https://link.springer.com/article/10.1023/A%3A1024867820235;https://link.springer.com/content/pdf/10.1023%2FA%3A1024867820235.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;5;84;https://doi.org/10.1023/A:1024867820235;
Mining process models with non-free-choice constructs;Lijie Wen,    Wil M. P. van der Aalst,    Jianmin Wang…;2007;https://link.springer.com/article/10.1007/s10618-007-0065-y;https://link.springer.com/content/pdf/10.1007%2Fs10618-007-0065-y.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;95;https://doi.org/10.1007/s10618-007-0065-y;
Building Terrain-Covering Ant Robots: A Feasibility Study;Jonas Svennebring,    Sven Koenig;2004;https://link.springer.com/article/10.1023/B%3AAURO.0000025793.46961.f6;https://link.springer.com/content/pdf/10.1023%2FB%3AAURO.0000025793.46961.f6.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;84;https://doi.org/10.1023/B:AURO.0000025793.46961.f6;
Activity Recognition from On-Body Sensors: Accuracy-Power Trade-Off by Dynamic Sensor Selection;Piero Zappi,    Clemens Lombriser,    Thomas Stiefmeier…;2008;https://link.springer.com/chapter/10.1007/978-3-540-77690-1_2;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;4;90;https://doi.org/10.1007/978-3-540-77690-1_2;
PAT: Towards Flexible Verification under Fairness;Jun Sun,    Yang Liu,    Jin Song Dong,    Jun Pang;2009;https://link.springer.com/chapter/10.1007/978-3-642-02658-4_59;https://link.springer.com/content/pdf/10.1007%2F978-3-642-02658-4_59.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;71;https://doi.org/10.1007/978-3-642-02658-4_59;
Investigating success factors in enterprise application integration: a case-driven analysis;Wing Lam;2005;https://link.springer.com/article/10.1057/palgrave.ejis.3000530;No PDF available;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;3;58;https://doi.org/10.1057/palgrave.ejis.3000530;
Microsimulation of Urban Development and Location Choices: Design and Implementation of UrbanSim;P. Waddell,    A. Borning,    M. Noth,    N. Freier,    M. Becke…;2003;https://link.springer.com/article/10.1023/A%3A1022049000877;https://link.springer.com/content/pdf/10.1023%2FA%3A1022049000877.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;141;https://doi.org/10.1023/A:1022049000877;
Dynamic vehicle routing: Status and prospects;Harilaos N. Psaraftis;1995;https://link.springer.com/article/10.1007/BF02098286;https://link.springer.com/content/pdf/10.1007%2FBF02098286.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;235;https://doi.org/10.1007/BF02098286;
Robust biometrics-based multi-server authentication with key agreement scheme for smart cards on elliptic curve cryptosystem;Eun-Jun Yoon,    Kee-Young Yoo;2013;https://link.springer.com/article/10.1007/s11227-010-0512-1;https://link.springer.com/content/pdf/10.1007%2Fs11227-010-0512-1.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;66;https://doi.org/10.1007/s11227-010-0512-1;
Modeling contextual security policies;Frédéric Cuppens,    Nora Cuppens-Boulahia;2008;https://link.springer.com/article/10.1007/s10207-007-0051-9;https://link.springer.com/content/pdf/10.1007%2Fs10207-007-0051-9.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;71;https://doi.org/10.1007/s10207-007-0051-9;
Development and Applications of Holonic Manufacturing Systems: A Survey;Radu F. Babiceanu,    F. Frank Chen;2006;https://link.springer.com/article/10.1007/s10845-005-5516-y;https://link.springer.com/content/pdf/10.1007%2Fs10845-005-5516-y.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;1;132;https://doi.org/10.1007/s10845-005-5516-y;
Analysis and Classification of Multi-Criteria Recommender Systems;Nikos Manouselis,    Constantina Costopoulou;2007;https://link.springer.com/article/10.1007/s11280-007-0019-8;https://link.springer.com/content/pdf/10.1007%2Fs11280-007-0019-8.pdf;mobile+transaction+AND+execution_SpringerLink.csv;SpringerLink;2;77;https://doi.org/10.1007/s11280-007-0019-8;
