title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;
A frequency offset compensation method for ultra narrowband digital wireless modems;Young-Jun Chong, Sung-Jin You, Min-Soo Kang, Myung-Sun Song, Seung-Hyeub Oh;5-8 Sept. 2004;https://ieeexplore.ieee.org/document/1373922/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1373922;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;3;10.1109/PIMRC.2004.1373922;
A fuzzy compensation technique for cooperative control between two actuations of an one-wheel robot;Sang-Deok Lee, Seul Jung;16-19 Oct. 2016;https://ieeexplore.ieee.org/document/7832393/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7832393;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/ICCAS.2016.7832393;
A guard interval based frequency offset compensation scheme for MC-CDMA up-link;Mashury, H. Ali;17-17 Dec. 2003;https://ieeexplore.ieee.org/document/1341136/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1341136;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;1;10.1109/ISSPIT.2003.1341136;
A harmonic compensation approach for interlinking voltage source converters in hybrid AC-DC microgrids with low switching frequency;Hao Tian, Xiaohan Wen, Yun Wei Li;Mar 18;https://ieeexplore.ieee.org/document/8315201/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8315201;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.17775/CSEEJPES.2016.01550;
A high parallel motion compensation implementation on a coarse-grained reconfigurable processor supporting H.264 high profile decoding;Wei Liu, Leibo Liu, Shouyi Yin, Shaojun Wei;28-31 Oct. 2014;https://ieeexplore.ieee.org/document/7021401/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7021401;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;1;10.1109/ICSICT.2014.7021401;
A hybrid motion compensation for wide and fixed field-of-view image sequences;Chan Yul Park, Nam Ik Cho;27-29 June 2012;https://ieeexplore.ieee.org/document/6264322/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6264322;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/BMSB.2012.6264322;
A limited feedback transmission scheme based on MS compensation in the 3D MIMO system;Dongsheng Han, Wei Yang, Yuefeng Peng, Yuan Zhu;Supplement 2014;https://ieeexplore.ieee.org/document/7085390/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7085390;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;1;10.1109/CC.2014.7085390;
A multi-layer control scheme for multi-robot formations with adaptive dynamic compensation;Alexandre Santos Brandao, Felipe Nascimento Martins, Vinicius Thiago Lecco Rampinelli, Mario Sarcinelli-Filho, Teodiano Freire Bastos-Filho, Ricardo Carelli;14-17 April 2009;https://ieeexplore.ieee.org/document/4957216/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4957216;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;7;10.1109/ICMECH.2009.4957216;
A new amplitude and phase compensation scheme under fast fading environment for OFDM packet transmission systems;R. Funada, H. Harada, Y. Kamio, S. Shinoda, M. Fujise;7-11 Oct. 2001;https://ieeexplore.ieee.org/document/957113/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=957113;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;4;10.1109/VTC.2001.957113;
A new integrated navigation system for the indoor unmanned aerial vehicles (UAVs) based on the neural network predictive compensation;Xiangzhong Guan, Chenxiao Cai;18-20 May 2018;https://ieeexplore.ieee.org/document/8406440/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8406440;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/YAC.2018.8406440;
A nonlinear complementary filter for attitude estimation with dynamics compensation of MARG sensor;Ken Masuya, Tomomichi Sugihara;12-15 July 2016;https://ieeexplore.ieee.org/document/7576896/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7576896;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;1;10.1109/AIM.2016.7576896;
A pilot symbol assisted compensation scheme of fading and frequency offset for 16QAM;E. Okamoto, Huan-Bang Li, T. Ikegami;5-9 Oct. 1998;https://ieeexplore.ieee.org/document/733644/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=733644;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;13;10.1109/ICUPC.1998.733644;
A power reduction method for pilot channel of LEO satellite based on dynamic compensation;Yong Zhang, Yongning Zhuo, Jian Wang, Siyuan Jiang;Mar 17;https://ieeexplore.ieee.org/document/7897322/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7897322;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/CC.2017.7897322;
A real time global motion compensation for multi-exposure imaging algorithms;Tomislav Kartalov, Zoran Ivanovski, Ljupcho Panovski;27-29 April 2011;https://ieeexplore.ieee.org/document/5929299/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5929299;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;3;10.1109/EUROCON.2011.5929299;
A resource allocation algorithm using compensation timeslot for self-healing in heterogeneous networks;Yu Ma, Xiaodong Ji, Jiamo Jiang, Wenqian Xue;8-9 Sept. 2013;https://ieeexplore.ieee.org/document/6707849/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6707849;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/PIMRCW.2013.6707849;
A robust downward-looking camera based velocity estimation with height compensation for mobile robots;Xiaojing Song, Kaspar Althoefer, Lakmal Seneviratne;7-10 Dec. 2010;https://ieeexplore.ieee.org/document/5707269/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5707269;compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_IEEEXplore.csv;IEEEXplore;1;2;10.1109/ICARCV.2010.5707269;
A Secure Transaction Scheme With Certificateless Cryptographic Primitives for IoT-Based Mobile Payments;Kuo-Hui Yeh;Jun 18;https://ieeexplore.ieee.org/document/7875435/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875435;Mobile+transactions+AND+IoT_IEEEXplore.csv;IEEEXplore;2;3;10.1109/JSYST.2017.2668389;y
3-D Road Boundary Extraction From Mobile Laser Scanning Data via Supervoxels and Graph Cuts;Dawei Zai, Jonathan Li, Yulan Guo, Ming Cheng, Yangbin Lin, Huan Luo, Cheng Wang;Mar 18;https://ieeexplore.ieee.org/document/7938403/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7938403;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;3;10.1109/TITS.2017.2701403;
A Benders Decomposition Approach for Resilient Placement of Virtual Process Control Functions in Mobile Edge Clouds;Peiyue Zhao, György Dán;2018;https://ieeexplore.ieee.org/document/8477177/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8477177;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TNSM.2018.2873178;
A Business Model for Multimedia Streaming in Mobile Clouds;Giovanni Schembra, Giuseppe Incarbone;Sep 14;https://ieeexplore.ieee.org/document/6873253/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6873253;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;6;10.1109/TNSM.2014.2346084;
A Context-Aware Architecture Supporting Service Availability in Mobile Cloud Computing;Gabriel Guerrero-Contreras, José Luis Garrido, Sara Balderas-Díaz, Carlos Rodríguez-Domínguez;1 Nov.-Dec. 2017;https://ieeexplore.ieee.org/document/7430330/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7430330;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;6;10.1109/TSC.2016.2540629;
A Cost-Effective Distributed Framework for Data Collection in Cloud-Based Mobile Crowd Sensing Architectures;Andrea Capponi, Claudio Fiandrino, Dzmitry Kliazovich, Pascal Bouvry, Stefano Giordano;1 Jan.-March 2017;https://ieeexplore.ieee.org/document/7847440/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7847440;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;13;10.1109/TSUSC.2017.2666043;
A Distributed Computation Offloading Strategy in Small-Cell Networks Integrated With Mobile Edge Computing;Lichao Yang, Heli Zhang, Xi Li, Hong Ji, Victor C. M. Leung;2018;https://ieeexplore.ieee.org/document/8519737/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8519737;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TNET.2018.2876941;
A Distributed Truthful Auction Mechanism for Task Allocation in Mobile Cloud Computing;Xiumin Wang, Yang Sui, Jianping Wang, Chau Yuen, Weiwei Wu;2018;https://ieeexplore.ieee.org/document/8322271/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8322271;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;1;10.1109/TSC.2018.2818147;
A Dynamic Offloading Algorithm for Mobile Computing;Dong Huang, Ping Wang, Dusit Niyato;Jun 12;https://ieeexplore.ieee.org/document/6189008/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6189008;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;2;246;10.1109/TWC.2012.041912.110912;
A Game Theoretic Approach to Computation Offloading Strategy Optimization for Non-cooperative Users in Mobile Edge Computing;Keqin Li;2018;https://ieeexplore.ieee.org/document/8454762/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8454762;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TSUSC.2018.2868655;
A Holistic Optimization Framework for Mobile Cloud Task Scheduling;Huazhong Liu, Jie Pu, Laurence T. Yang, Man Lin, Dexiang Yin, Yimu Guo, Xingyu Chen;2018;https://ieeexplore.ieee.org/document/8078197/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8078197;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;2;10.1109/TSUSC.2017.2765520;
A Hybrid Mobile Visual Search System With Compact Global Signatures;David M. Chen, Bernd Girod;Jul 15;https://ieeexplore.ieee.org/document/7097721/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7097721;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;11;10.1109/TMM.2015.2427744;
A Lightweight Secure Data Sharing Scheme for Mobile Cloud Computing;RUIXUAN LI, Chenglin Shen, Heng He, Xiwu Gu, Zhiyong Xu, Cheng-Zhong Xu;1 April-June 2018;https://ieeexplore.ieee.org/document/7809047/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7809047;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;2;10.1109/TCC.2017.2649685;
A Model-Assisted Cross-Layer Design of an Energy-Efficient Mobile Video Cloud;Alfio Lombardo, Carla Panarello, Giovanni Schembra;Dec 14;https://ieeexplore.ieee.org/document/6881743/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6881743;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;7;10.1109/TMM.2014.2350257;
A Modified Hierarchical Attribute-based Encryption Access Control Method for Mobile Cloud Computing;Yuanpeng Xie, Hong Wen, Bin Wu, Yixin Jiang, Jiaxiao Meng;2018;https://ieeexplore.ieee.org/document/7368903/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7368903;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TCC.2015.2513388;
A Multi-Objective Approach to Real-Time In-Situ Processing of Mobile-Application Workflows;Hariharasudhan Viswanathan, Eun Kyung Lee, Dario Pompili;01. Nov 16;https://ieeexplore.ieee.org/document/7422143/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7422143;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;1;10.1109/TPDS.2016.2532864;
A Network and Device Aware QoS Approach for Cloud-Based Mobile Streaming;Chin-Feng Lai, Honggang Wang, Han-Chieh Chao, Guofang Nan;Jun 13;https://ieeexplore.ieee.org/document/6412801/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6412801;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;38;10.1109/TMM.2013.2240270;
A New Scheme for Mobile Based CAPTCHA Service on Cloud;Ashutosh Saxena, Nitin Singh Chauhan, Sravan Kumar Reddy, Aparajith Srinivasan Vangal, David Palacios Rodrguez;11-12 Oct. 2012;https://ieeexplore.ieee.org/document/6354589/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6354589;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;2;10.1109/CCEM.2012.6354589;
A Position Aware Mobile Application for E-Health Services;Ismail Hababeh, Sahel Alouneh, Ala F. Khalifeh;25-27 Jan. 2016;https://ieeexplore.ieee.org/document/7877204/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7877204;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/ISMS.2016.69;
A Provident Resource Defragmentation Framework for Mobile Cloud Computing;Weigang Hou, Rui Zhang, Wen Qi, Kejie Lu, Jianping Wang, Lei Guo;Jan.-March 2018;https://ieeexplore.ieee.org/document/7265056/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7265056;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;4;10.1109/TETC.2015.2477778;
A QoS Aware Resource Allocation Strategy for Mobile Graphics Rendering With Cloud Support;Chin-Feng Lai, Ren-Hung Hwang, Han-Chieh Chao;Jan 17;https://ieeexplore.ieee.org/document/7508927/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7508927;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;1;10.1109/TCSVT.2016.2589740;
A Quality-of-Content-Based Joint Source and Channel Coding for Human Detections in a Mobile Surveillance Cloud;Xiang Chen, Jenq-Neng Hwang, De Meng, Kuan-Hui Lee, Ricardo L. de Queiroz, Fu-Ming Yeh;Jan 17;https://ieeexplore.ieee.org/document/7428864/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7428864;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;6;10.1109/TCSVT.2016.2539758;
A Routing-Protocol-Independent Caching Framework for Mobile Clouds;Ying Feng, Radu Stoleru, Chien-An Chen, Geoffrey G. Xie;1 July-Sept. 2017;https://ieeexplore.ieee.org/document/7530824/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7530824;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TETC.2016.2588734;
A Scalable Server Architecture for Mobile Presence Services in Social Network Applications;Chi-Jen Wu, Jan-Ming Ho, Ming-Syan Chen;Feb 13;https://ieeexplore.ieee.org/document/6104055/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6104055;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;9;10.1109/TMC.2011.263;
A Secure Content Caching Scheme for Disaster Backup in Fog Computing Enabled Mobile Social Networks;Zhou Su, Qichao Xu, Jun Luo, Huayan Pu, Yan Peng, Rongxing Lu;Oct 18;https://ieeexplore.ieee.org/document/8395067/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8395067;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;6;10.1109/TII.2018.2849984;
A Stochastic Control Approach to Maximize Profit on Service Provisioning for Mobile Cloudlet Platforms;Weiwei Fang, Xuening Yao, Xiaojie Zhao, Jianwei Yin, Naixue Xiong;Apr 18;https://ieeexplore.ieee.org/document/7586102/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7586102;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;3;10.1109/TSMC.2016.2606400;
A Task-Centric Mobile Cloud-Based System to Enable Energy-Aware Efficient Offloading;Azzedine Boukerche, Shichao Guan, Robson Eduardo De Grande;1 Oct.-Dec. 2018;https://ieeexplore.ieee.org/document/8359090/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8359090;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;10.1109/TSUSC.2018.2836314;
A distance-based compression of 3D meshes for mobile devices;Daeyoung Kim, Sungyeol Lee, Haeyoung Lee, Sungdae Cho;Aug 08;https://ieeexplore.ieee.org/document/4637633/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4637633;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;2;10;10.1109/TCE.2008.4637633;
A key-revocable attribute-based encryption for mobile cloud environments;Tsukasa Ishiguro, Shinsaku Kiyomoto, Yutaka Miyake;29-31 July 2013;https://ieeexplore.ieee.org/document/7223155/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7223155;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;0;No DOI available;
A survey of authentication methods in mobile cloud computing;G. Reshmi, C. S. Rakshmy;14-16 Dec. 2015;https://ieeexplore.ieee.org/document/7412056/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7412056;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;2;10.1109/ICITST.2015.7412056;
AMES-Cloud: A Framework of Adaptive Mobile Video Streaming and Efficient Social Video Sharing in the Clouds;Xiaofei Wang, Min Chen, Ted Taekyoung Kwon, LaurenceT. Yang, Victor C. M. Leung;Jun 13;https://ieeexplore.ieee.org/document/6410040/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6410040;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;65;10.1109/TMM.2013.2239630;
Adaptive Mobile Cloud Computing to Enable Rich Mobile Multimedia Applications;Shaoxuan Wang, Sujit Dey;Jun 13;https://ieeexplore.ieee.org/document/6413270/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6413270;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;2;177;10.1109/TMM.2013.2240674;
Adaptive Multi-Resource Allocation for Cloudlet-Based Mobile Cloud Computing System;Yanchen Liu, Myung J. Lee, Yanyan Zheng;01. Oct 16;https://ieeexplore.ieee.org/document/7339472/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7339472;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;28;10.1109/TMC.2015.2504091;
An Anonymous End-to-End Communication Protocol for Mobile Cloud Environments;Claudio A. Ardagna, Mauro Conti, Mario Leone, Julinda Stefa;July-Sept. 2014;https://ieeexplore.ieee.org/document/6732964/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6732964;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;20;10.1109/TSC.2014.2304717;abstract read - n
An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications;Giwon Lee, Haneul Ko, Sangheon Pack;1 May-June 2017;https://ieeexplore.ieee.org/document/7321044/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7321044;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;4;10.1109/TSC.2015.2498168;y
Cost Analysis of Movement-Based Location Management in PCS Networks: An Embedded Markov Chain Approach;Xian Wang, Xianfu Lei, Pingzhi Fan, Rose Qingyang Hu, Shi-Jinn Horng;May 14;https://ieeexplore.ieee.org/document/6626563/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6626563;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;30;10.1109/TVT.2013.2285118;
Modeling and Cost Analysis of Movement-Based Location Management for PCS Networks With HLR/VLR Architecture, General Location Area and Cell Residence Time Distributions;Xian Wang, Pingzhi Fan, Jie Li, Yi Pan;Nov 08;https://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=4459281;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4459281;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;32;10.1109/TVT.2008.919613;
Movement-Based Location Management for General Cell Residence Times in Wireless Networks;RamÓn M. Rodriguez-Dagnino, Hideaki Takagi;Sep 07;https://ieeexplore.ieee.org/document/4305533/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4305533;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;31;10.1109/TVT.2007.900377;abstract read - n
Movement-based mobility management and trade off analysis for wireless mobile networks;Yuguang Fang;Jun 03;https://ieeexplore.ieee.org/document/1204834/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1204834;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;128;10.1109/TC.2003.1204834;y
Optimization of Sequential Paging in Movement-Based Location Management Based on Movement Statistics;Yi-hua Zhu, Victor C. M. Leung;Mar 07;https://ieeexplore.ieee.org/document/4138062/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4138062;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;38;10.1109/TVT.2007.891403;
Predictive Energy Management Strategy for Fully Electric Vehicles Based on Preceding Vehicle Movement;Shuwei Zhang, Yugong Luo, Junmin Wang, Xiao Wang, Keqiang Li;Nov 17;https://ieeexplore.ieee.org/document/7879292/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7879292;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;1;3;10.1109/TITS.2017.2672542;
A prototype remote access and mobile data transaction system for police cruisers;A.L. Kun, K. Dogan;6-9 May 2002;https://ieeexplore.ieee.org/document/1002761/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1002761;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;3;10.1109/VTC.2002.1002761;y
Adaptive data broadcast strategy for transactions with multiple data requests in mobile computing environments;J.C.-H. Yuen, E. Chan, Kam-Yiu Lam;13-15 Dec. 1999;https://ieeexplore.ieee.org/document/811191/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=811191;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;1;10.1109/RTCSA.1999.811191;y
Classification of transaction models in mobile database system;Amer O. Abu Salem, Ahmad H. Al-Qeerm;21-23 March 2015;https://ieeexplore.ieee.org/document/7209086/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7209086;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/WSWAN.2015.7209086;y
Critical segment based real-time E-signature for securing mobile transactions;Yanzhi Ren, Chen Wang, Yingying Chen, Mooi Choo Chuah, Jie Yang;28-30 Sept. 2015;https://ieeexplore.ieee.org/document/7346804/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7346804;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;1;10.1109/CNS.2015.7346804;y
Programmable electronic payment card transaction limit implemented using mobile electronic technologies;Mirko Sajić, Dušanka Bundalo, Zlatko Bundalo, Luka Sajić, Goran Kuzmić;10-14 June 2018;https://ieeexplore.ieee.org/document/8406035/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8406035;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/MECO.2018.8406035;y
A link and network layer approach to support mobile commerce transactions;P. Ahluwalia, U. Varshney;6-9 Oct. 2003;https://ieeexplore.ieee.org/document/1286336/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1286336;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/VETECF.2003.1286336;y
Avoiding Infinite Blocking of Mobile Transactions;Sebastian Obermeier, Stefan Bottcher;6-8 Sept. 2007;https://ieeexplore.ieee.org/document/4318090/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4318090;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/IDEAS.2007.4318090;y
Slack time scheduling for managing database transactions in mobile ad-hoc networks;B. Diwan, M. R Sumalatha;25-27 July 2013;https://ieeexplore.ieee.org/document/6844239/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6844239;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;16;30;10.1109/ICRTIT.2013.6844239;y
