title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed
A key management scheme supporting node mobility in heterogeneous sensor networks;UK Sarmad, L Lavagno… - … (ICET), 2010 6th …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5638458/;No PDF available;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;y;
A survey of mobility in information-centric networks: Challenges and research directions;G Tyson, N Sastry, I Rimac, R Cuevas… - Proceedings of the 1st …, 2012 - dl.acm.org;2012;https://dl.acm.org/citation.cfm?id=2248363;https://www.researchgate.net/profile/Gareth_Tyson/publication/225082706_A_Survey_of_Mobility_in_Information-Centric_Networks_Challenges_and_Research_Directions/links/0912f4fc8a38b42ddb000000/A-Survey-of-Mobility-in-Information-Centric-Networks-Challenges-and-Research-Directions.pdf;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;2;110;No DOI available;y;
Mobile device which hands over connectivity from one network connection to another network connection without interruption in application data flow and methods …;S Srinivasan, YK Lee, C Sengupta - US Patent 8,886,195, 2014 - Google Patents;2014;https://patents.google.com/patent/US8886195B2/en;No PDF available;seamless+connectivity+AND+mobile_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y;y
Dynamic Femtocell gNB On/Off Strategies and Seamless Dual Connectivity in 5G Heterogeneous Cellular Networks;Xiaoge Huang, She Tang, Qian Zheng, Dongyu Zhang, Qianbin Chen;2018;https://ieeexplore.ieee.org/document/8265215/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8265215;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;1;0;10.1109/ACCESS.2018.2796126;y;
Seamless Connectivity and Routing in Vehicular Networks with Infrastructure;Stefano Annese, Claudio Casetti, Carla-Fabiana Chiasserini, Nazario Di Maio, Andrea Ghittino, Massimo Reineri;2011;https://ieeexplore.ieee.org/document/5719264/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5719264;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;2;25;10.1109/JSAC.2011.110302;y;
Enhanced CRA protocol for seamless connectivity in wireless networks;Elankayer Sithirasenan, Khosrow Ramezani, Vallipuram Muthukkumarasamy;2012;https://ieeexplore.ieee.org/document/6380852/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6380852;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;1;3;10.1109/ISCIT.2012.6380852;y;
A P2P approach for automating seamless connectivity given intermittent bandwidth constraints;Vasanth Vallabh B Naib, Shrisha Rao;2011;https://ieeexplore.ieee.org/document/6042517/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6042517;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;1;1;10.1109/CASE.2011.6042517;y;
Seamless Gate-to-Gate Connectivity Concept: Onboard LTE, Wi-Fi and LAA;Ergin Dinc, Michal Vondra, Cicek Cavdar;2017;https://ieeexplore.ieee.org/document/8288087/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8288087;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;1;1;10.1109/VTCFall.2017.8288087;y;
Efficient traffic offloading for seamless connectivity in 5G networks onboard high speed trains;Leila Jalili, Ali Parichehreh, Stefan Alfredsson, Johan Garcia, Anna Brunstrom;2017;https://ieeexplore.ieee.org/document/8292462/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8292462;seamless+connectivity+AND+mobile_IEEEXplore.csv;IEEEXplore;1;0;10.1109/PIMRC.2017.8292462;y;
Localization in mobile wireless and sensor networks;Monica Nicoli,    Sinan Gezici,    Zafer Sahinoglu…;2011;https://link.springer.com/article/10.1186/1687-1499-2011-197;https://link.springer.com/content/pdf/10.1186%2F1687-1499-2011-197.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;396;https://doi.org/10.1186/1687-1499-2011-197;y;
Internet of Things: Applications and Challenges in Technology and Standardization;Debasis Bandyopadhyay,    Jaydip Sen;2011;https://link.springer.com/article/10.1007/s11277-011-0288-5;https://link.springer.com/content/pdf/10.1007%2Fs11277-011-0288-5.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;357;https://doi.org/10.1007/s11277-011-0288-5;y;
The Internet of Things: A Survey from the Data-Centric Perspective;Charu C. Aggarwal,    Naveen Ashish,    Amit Sheth;2013;https://link.springer.com/chapter/10.1007/978-1-4614-6309-2_12;No PDF available;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/978-1-4614-6309-2_12;y;
Towards smart city: M2M communications with software agent intelligence;Min Chen;2013;https://link.springer.com/article/10.1007/s11042-012-1013-4;https://link.springer.com/content/pdf/10.1007%2Fs11042-012-1013-4.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s11042-012-1013-4;y;
Internet connectivity for mobile ad hoc network: a survey based study;Radwa Attia,    Rawya Rizk,    Hesham Arafat Ali;2015;https://link.springer.com/article/10.1007/s11276-015-0922-3;https://link.springer.com/content/pdf/10.1007%2Fs11276-015-0922-3.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;102;https://doi.org/10.1007/s11276-015-0922-3;y;
Fuzzy based multi-criteria vertical handover decision modeling in heterogeneous wireless networks;Murad Khan,    Awais Ahmad,    Shehzad Khalid…;2017;https://link.springer.com/article/10.1007/s11042-016-4330-1;https://link.springer.com/content/pdf/10.1007%2Fs11042-016-4330-1.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;625;https://doi.org/10.1007/s11042-016-4330-1;y;y
A survey on mobility management protocols in Wireless Sensor Networks based on 6LoWPAN technology;M Bouaziz, A Rachedi - Computer Communications, 2016 - Elsevier;2016;https://www.sciencedirect.com/science/article/pii/S0140366414003338;https://hal-upec-upem.archives-ouvertes.fr/hal-01078082/file/SurveyMobility6lowpan.pdf;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;65;No DOI available;y;y
