title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
Ontologies for the transactions on IoT;C Qu, F Liu, M Tao - International Journal of Distributed …, 2015 - journals.sagepub.com;2015;http://journals.sagepub.com/doi/abs/10.1155/2015/934541;http://journals.sagepub.com/doi/pdf/10.1155/2015/934541;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;y;;
Data management for mobile computing on the Internet;R Tewari, P Grillo - Proceedings of the 1995 ACM 23rd annual …, 1995 - dl.acm.org;1995;https://dl.acm.org/citation.cfm?id=259562;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;y;;
An adaptable mobile transaction model;P Serrano-Alvarado, C Roncancio… - Computer Systems …, 2005 - hal.archives-ouvertes.fr;2005;https://hal.archives-ouvertes.fr/hal-00415333/;https://hal.archives-ouvertes.fr/docs/00/41/53/33/PDF/PSerrano-AMT-IJCSSE2005-Journal.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;3;17;No DOI available;y;;
Connection-less communication of IoT devices over LTE mobile networks;RP Jover, I Murynets - Sensing, Communication, and …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7338323/;https://www.researchgate.net/profile/Roger_Piqueras_Jover/publication/295080963_Connection-less_communication_of_IoT_devices_over_LTE_mobile_networks/links/5a6f9cd9458515015e61676c/Connection-less-communication-of-IoT-devices-over-LTE-mobile-networks.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y;;
Making sense of interoperability: Protocols and Standardization initiatives in IOT;R Sutaria, R Govindachari - … on Computing and Networking for Internet …, 2013 - cymbet.com;2013;http://www.cymbet.com/pdfs/Low_power_IoT_ComNet_2013_Mindtree.pdf;http://www.cymbet.com/pdfs/Low_power_IoT_ComNet_2013_Mindtree.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;y;;
Wireless mobile transaction system and the procedure for carrying out transactions with a mobile phone;A Chowdhury, M Urbanija, B Kotnik… - US Patent …, 2015 - Google Patents;2015;https://patents.google.com/patent/US9189783B2/en;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;y;;
Wearable electronic devices and mobile transactions and/or actions;ASII Carroll - US Patent 9,519,898, 2016 - Google Patents;2016;https://patents.google.com/patent/US9519898B2/en;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;y;;
Securing user identity and transactions symbiotically: IoT meets blockchain;DW Kravitz, J Cooper - Global Internet of Things Summit (GIoTS …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/8016280/;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y;;
Using CoAP Protocol for Resource Observation in IoT;SR Jan, F Khan, F Ullah, N Azim… - International Journal of …, 2016 - researchgate.net;2016;https://www.researchgate.net/profile/Fazlullah_Khan2/publication/303280240_USING_COAP_PROTOCOL_FOR_RESOURCE_OBSERVATION_IN_IOT/links/573aeb0e08ae298602e41665.pdf;https://www.researchgate.net/profile/Fazlullah_Khan2/publication/303280240_USING_COAP_PROTOCOL_FOR_RESOURCE_OBSERVATION_IN_IOT/links/573aeb0e08ae298602e41665.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;y;;
Pre-serialization of long running transactions to improve concurrency in mobile environments;A Chianese, A d'Acierno, V Moscato… - … , 2008. ICDEW 2008 …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4498304/;http://www.isa.cnr.it/dacierno/Paperspdf/ICDE08.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;y;;y
Customizing Correctness Criteria for Transactions in Mobile Computing Environments;T Da Rocha, MBF De Toledo - 2007 - pdfs.semanticscholar.org;2007;https://pdfs.semanticscholar.org/6264/9a2849c6b4cce3b6625644d4ec738964ad0f.pdf;https://pdfs.semanticscholar.org/6264/9a2849c6b4cce3b6625644d4ec738964ad0f.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;y;;
Mobile device which hands over connectivity from one network connection to another network connection without interruption in application data flow and methods …;S Srinivasan, YK Lee, C Sengupta - US Patent 8,886,195, 2014 - Google Patents;2014;https://patents.google.com/patent/US8886195B2/en;No PDF available;seamless+connectivity+AND+mobile_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y;;y
A mobility-aware handoff trigger scheme for seamless connectivity in cellular networks;ZR Zaidi, BL Mark - … , 2004. VTC2004-Fall. 2004 IEEE 60th, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1404709/;No PDF available;seamless+connectivity+AND+mobile_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;;y
VADD: Vehicle-Assisted Data Delivery in Vehicular Ad Hoc Networks;J Zhao, G Cao - IEEE transactions on vehicular technology, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4356982/;http://mail.tku.edu.tw/jingo/wireless/paper/9-7.pdf;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;1416;No DOI available;y;;y
A survey on mobility management protocols in Wireless Sensor Networks based on 6LoWPAN technology;M Bouaziz, A Rachedi - Computer Communications, 2016 - Elsevier;2016;https://www.sciencedirect.com/science/article/pii/S0140366414003338;https://hal-upec-upem.archives-ouvertes.fr/hal-01078082/file/SurveyMobility6lowpan.pdf;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;65;No DOI available;y;;y
Mobile switching centre and method for handling a dropped connection between a mobile station and a basestation transceiver;H Lee, L Lewis - US Patent 6,246,872, 2001 - Google Patents;2001;https://patents.google.com/patent/US6246872B1/en;No PDF available;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;59;No DOI available;y;;
MQTT-S—A publish/subscribe protocol for Wireless Sensor Networks;U Hunkeler, HL Truong… - … systems software and …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4554519/;No PDF available;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;474;No DOI available;y;;y
Dynamic modeling of household automobile transactions;A Mohammadian, EJ Miller - Transportation Research …, 2003 - journals.sagepub.com;2003;https://journals.sagepub.com/doi/abs/10.3141/1831-11;No PDF available;Mobile+transaction+models_GoogleScholar.csv;GoogleScholar;1;80;No DOI available;y;;
Portable information and transaction processing system and method utilizing biometric authorization and digital certificate security;SH Maes, J Sedivy - US Patent 6,016,476, 2000 - Google Patents;2000;https://patents.google.com/patent/US6016476A/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;1;911;No DOI available;y;;
Method and system for securing transactions made through a mobile communication device;M Fisher, R Guha - US Patent 8,290,433, 2012 - Google Patents;2012;https://patents.google.com/patent/US8290433B2/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;4;136;No DOI available;y;;
Method And Apparatus For Completing A Transaction Using A Wireless Mobile Communication Channel And Another Communication Channel;M Fisher, R Guha, S Pacheco - US Patent App. 11/467,441, 2007 - Google Patents;2007;https://patents.google.com/patent/US20070156436A1/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;3;181;No DOI available;y;;
SECURE ELECTRONIC TRANSACTIONS BETWEEN A MOBILE DEVICE AND OTHER MOBILE, FIXED, or VIRTUAL DEVICES;C Sheehan - US Patent App. 11/456,330, 2007 - Google Patents;2007;https://patents.google.com/patent/US20070011099A1/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;1;159;No DOI available;y;;
System and method for mobile transactions using the bearer independent protocol;S Goldthwaite, A Petrov, A Doudkine - US Patent 7,280,847, 2007 - Google Patents;2007;https://patents.google.com/patent/US7280847B2/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;3;116;No DOI available;y;;y
Mobile transaction system and method;K Adam, S Blit, A Eckstein, B Inbal - US Patent App. 10/030,763, 2002 - Google Patents;2002;https://patents.google.com/patent/US20020181710A1/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;6;153;No DOI available;y;;y
Communication System And Method Using Visual Interfaces For Mobile Transactions;E Helwin, T Kolly - US Patent App. 11/793,279, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080091616A1/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;2;52;No DOI available;y;;
Micropayment financial transaction process utilizing wireless network processing;MA Khan, JM Fernandes, KD Brown - US Patent 7,127,236, 2006 - Google Patents;2006;https://patents.google.com/patent/US7127236B2/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;503;No DOI available;y;;
Mobile transactions using authorized tokens;MA Calman - US Patent App. 13/553,511, 2014 - Google Patents;2014;https://patents.google.com/patent/US20140025581A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;y;;
A dynamic authentication scheme for mobile transactions;B Sathish Babu, P Venkataram - International Journal of Netwok Security, 2009 - Citeseer;2009;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;37;No DOI available;y;;
Distributing authorized tokens to conduct mobile transactions;MA Calman - US Patent App. 13/553,423, 2014 - Google Patents;2014;https://patents.google.com/patent/US20140025585A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;y;;
Device Method & System For Facilitating Mobile Transactions;N Rubinstein - US Patent App. 11/759,957, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080305769A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;y;;
Systems, methods and apparatus for facilitating transactions using a mobile device;B Dragt - US Patent 8,606,638, 2013 - Google Patents;2013;https://patents.google.com/patent/US8606638B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;134;No DOI available;y;;
(How) can mobile agents do secure electronic transactions on untrusted hosts? A survey of the security issues and the current solutions;J Claessens, B Preneel, J Vandewalle - ACM Transactions on Internet …, 2003 - dl.acm.org;2003;https://dl.acm.org/citation.cfm?id=643479;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;108;No DOI available;y;;
System and process for remote payments and transactions in real time by mobile telephone;M Brandes, JM Vega, P Hernandez, I Simon… - US Patent App. 11 …, 2007 - Google Patents;2007;https://patents.google.com/patent/US20070027803A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;y;;
Secure and Authenticated Transactions with Mobile Devices;J Sun, D Zhou - US Patent App. 13/868,844, 2013 - Google Patents;2013;https://patents.google.com/patent/US20130278622A1/en;https://patentimages.storage.googleapis.com/21/ba/e4/fe968cdb54307e/US20130278622A1.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;43;No DOI available;y;;
Motet: Mobile transactions using electronic tickets;D Quercia, S Hailes - Security and Privacy for Emerging Areas …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1607593/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;19;No DOI available;y;;
System and method for mobile payment transactions;S Goldthwaite, W Graylin - US Patent App. 13/305,625, 2012 - Google Patents;2012;https://patents.google.com/patent/US20120072350A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;95;No DOI available;y;;
An Approach to Optimistic Commit and Transparent Compensation for E-Service Transactions.;J Ouyang, A Sahai, V Machiraju - ISCA PDCS, 2001 - fog.hpl.external.hp.com;2001;https://fog.hpl.external.hp.com/techreports/2001/HPL-2001-34.pdf;https://fog.hpl.external.hp.com/techreports/2001/HPL-2001-34.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;y;;
Compensation framework for long running transactions;SR Thatte, LG Meredith, M Levy, BK Mehta… - US Patent …, 2005 - Google Patents;2005;https://patents.google.com/patent/US6918053B1/en;https://patentimages.storage.googleapis.com/ae/31/9f/dbb83caddbe430/US10086032.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;55;No DOI available;y;;y
A transaction coordination mechanism and its compensation technology in grid environment;F Tang, M Li, J Cao - Journal of Computer Research and …, 2003 - en.cnki.com.cn;2003;http://en.cnki.com.cn/Article_en/CJFDTotal-JFYZ200312024.htm;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y;;y
Transaction compensation in web services;T Strandenæs, R Karlsen - Norsk Informatikkonferanse, 2002 - heim.ifi.uio.no;2002;http://heim.ifi.uio.no/~nik/2002/Strandenas.pdf;http://heim.ifi.uio.no/~nik/2002/Strandenas.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y;;
Compensation techniques for virtual credit transactions;E Jung, R Levien, M Malamud… - US Patent App. 11 …, 2006 - Google Patents;2006;https://patents.google.com/patent/US20060195376A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y;;
Internet eco system for transacting information and transactional data for compensation;A Hadi - US Patent App. 12/317,759, 2009 - Google Patents;2009;https://patents.google.com/patent/US20090177529A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;82;No DOI available;y;;
Verification system for facilitating transactions via communication networks, and associated method;D Bunce - US Patent App. 10/325,408, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040122685A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;181;No DOI available;y;;
Fault-tolerant system and method of managing transaction failures in hierarchies;Q Chen, U Dayal - US Patent 5,940,839, 1999 - Google Patents;1999;https://patents.google.com/patent/US5940839A/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;107;No DOI available;y;;y
Adaptable mobile transactions and environment awareness;P Serrano-Alvarado, C Roncancio… - … Journées Bases de …, 2003 - hal.archives-ouvertes.fr;2003;https://hal.archives-ouvertes.fr/hal-01355476/;https://hal.archives-ouvertes.fr/hal-01355476/file/PSerrano-AMT-TransMobi-BDA2003-Conf.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y;;
An efficient and reliable reservation algorithm for mobile transactions;A Elmagarmid, J Jing, O Bukhres - Proceedings of the fourth …, 1995 - dl.acm.org;1995;https://dl.acm.org/citation.cfm?id=221338;https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2195&context=cstech;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;y;;
Ontological modelling of e‐services to ensure appropriate mobile transactions;V Terziyan - Intelligent Systems in Accounting, Finance & …, 2002 - Wiley Online Library;2002;https://onlinelibrary.wiley.com/doi/abs/10.1002/isaf.221;http://www.academia.edu/download/41679524/Ontological_modelling_of_e-services_to_e20160128-15635-drzezf.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;y;;
Supporting QoS-aware transactions in a system on mobile devices (SyD);W Xie, SB Navathe, SK Prasad - … Systems Workshops, 2003 …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1203602/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.58.9168&rep=rep1&type=pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;y;;
Distributed transaction processing as a reliability concept for mobile agents;H Vogler, T Kunkelmann… - … , 1997., Proceedings of …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/644704/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.2.2258&rep=rep1&type=pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;y;;
A multi-version data model for executing real-time transactions in a mobile environment;KY Lam, GH Li, TW Kuo - … on Data engineering for wireless and mobile …, 2001 - dl.acm.org;2001;https://dl.acm.org/citation.cfm?id=376911;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/ACM_SAC_01_multi_version_real_time_trans.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;y;;
On optimistic methods for mobile transactions;SY Hwang - J. Inf. Sci. Eng., 2000 - researchgate.net;2000;https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf;https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;y;;y
Mobile transaction network;C Sorensen, KD Kruszka - US Patent App. 12/260,946, 2009 - Google Patents;2009;https://patents.google.com/patent/US20090119209A1/en;No PDF available;mobile+transaction+AND+execution_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;y;;
Method and apparatus for breaking down computing tasks across a network of heterogeneous computer for parallel execution by utilizing autonomous mobile agents;M Schneiderman - US Patent 7,082,604, 2006 - Google Patents;2006;https://patents.google.com/patent/US7082604B2/en;https://patentimages.storage.googleapis.com/d2/2f/0c/7ac86ca5736f5d/US20020156932A1.pdf;mobile+transaction+AND+execution_GoogleScholar.csv;GoogleScholar;1;182;No DOI available;y;;
Using reordering technique for mobile transaction management in broadcast environments;SS Kim, SK Lee, CS Hwang - Data & Knowledge Engineering, 2003 - Elsevier;2003;https://www.sciencedirect.com/science/article/pii/S0169023X02001556;https://pdfs.semanticscholar.org/aea2/032d0844d6c157e9af10be424782272d70f4.pdf;mobile+transaction+AND+execution_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;y;;y
An energy-efficient mobile transaction processing method using random back-off in wireless broadcast environments;S Park, S Jung - Journal of Systems and Software, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0164121209001563;No PDF available;mobile+transaction+AND+execution_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;y;;
System and method for conducting disconnected transactions with service contracts for pervasive computing devices;A Dan, DM Dias, P Janakiraman - US Patent 6,519,627, 2003 - Google Patents;2003;https://patents.google.com/patent/US6519627B1/en;No PDF available;Embedded+systems+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;74;No DOI available;y;;y
Toward a framework for classifying disconnected operation techniques;M Mikic-Rakic, N Medvidovic - … Architectures for Dependable Systems, 2003 - Citeseer;2003;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.98.7240&rep=rep1&type=pdf#page=65;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.98.7240&rep=rep1&type=pdf#page=65;Embedded+systems+AND+disconnection+AND+(management+OR+handling)_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;y;;
Security of a Mobile Transaction: A Trust Model;Santosh K. Misra,    Nilmini Wickamasinghe;2004;https://link.springer.com/article/10.1023/B%3AELEC.0000037082.39182.3a;https://link.springer.com/content/pdf/10.1023%2FB%3AELEC.0000037082.39182.3a.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;9;72;https://doi.org/10.1023/B:ELEC.0000037082.39182.3a;y;;
A Survey of Mobile Transactions;Patricia Serrano-Alvarado,    Claudia Roncancio…;2004;https://link.springer.com/article/10.1023/B%3ADAPD.0000028552.69032.f9;https://link.springer.com/content/pdf/10.1023%2FB%3ADAPD.0000028552.69032.f9.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;26;129;https://doi.org/10.1023/B:DAPD.0000028552.69032.f9;y;;y
Transaction Processing in a Mobile, Multi-Database Environment;J.B. Lim,    A.R. Hurson;2001;https://link.springer.com/article/10.1023/A%3A1011646626868;https://link.springer.com/content/pdf/10.1023%2FA%3A1011646626868.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;34;241;https://doi.org/10.1023/A:1011646626868;y;;y
A Transaction Model to Improve Data Availability in Mobile Computing;Sanjay Kumar Madria,    Bharat Bhargava;2001;https://link.springer.com/article/10.1023/A%3A1019232412740;https://link.springer.com/content/pdf/10.1023%2FA%3A1019232412740.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;44;97;https://doi.org/10.1023/A:1019232412740;y;;
Mobile Computing Middleware;Cecilia Mascolo,    Licia Capra,    Wolfgang Emmerich;2002;https://link.springer.com/chapter/10.1007/3-540-36162-6_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;28;299;https://doi.org/10.1007/3-540-36162-6_2;y;;
Mobile Cloud Computing: A Survey, State of Art and Future Directions;M. Reza Rahimi,    Jian Ren,    Chi Harold Liu…;2014;https://link.springer.com/article/10.1007/s11036-013-0477-4;https://link.springer.com/content/pdf/10.1007%2Fs11036-013-0477-4.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;8;272;https://doi.org/10.1007/s11036-013-0477-4;y;;
Disconnection Modes for Mobile Databases;JoAnne Holliday,    Divyakant Agrawal,    Amr El Abbadi;2002;https://link.springer.com/article/10.1023/A%3A1015542723791;https://link.springer.com/content/pdf/10.1023%2FA%3A1015542723791.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;77;https://doi.org/10.1023/A:1015542723791;y;;y
Introduction to Mobile Computing;Tomasz Imielinski,    Henry F. Korth;1996;https://link.springer.com/chapter/10.1007/978-0-585-29603-6_1;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;69;388;https://doi.org/10.1007/978-0-585-29603-6_1;y;;
Mobile networking in the Internet;Charles E. Perkins;1998;https://link.springer.com/article/10.1023/A%3A1019145303706;https://link.springer.com/content/pdf/10.1023%2FA%3A1019145303706.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;9;59;https://doi.org/10.1023/A:1019145303706;y;;
Multi-Sensor Context-Awareness in Mobile Devices and Smart Artifacts;Hans W. Gellersen,    Albrecht Schmidt,    Michael Beigl;2002;https://link.springer.com/article/10.1023/A%3A1016587515822;https://link.springer.com/content/pdf/10.1023%2FA%3A1016587515822.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;8;622;https://doi.org/10.1023/A:1016587515822;y;;
Ubiquitous Computing for Mobile Environments;José M. Molina,    Juan M. Corchado,    Javier Bajo;2008;https://link.springer.com/chapter/10.1007/978-3-7643-8543-9_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;22;77;https://doi.org/10.1007/978-3-7643-8543-9_2;y;;
Understanding Mobile Contexts;Sakari Tamminen,    Antti Oulasvirta…;2003;https://link.springer.com/chapter/10.1007/978-3-540-45233-1_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;86;https://doi.org/10.1007/978-3-540-45233-1_3;y;;
An Efficient Multicast Routing Protocol in Wireless Mobile Networks;Young-Joo Suh,    Hee-Sook Shin,    Dong-Hee Kwon;2001;https://link.springer.com/article/10.1023/A%3A1016780525280;https://link.springer.com/content/pdf/10.1023%2FA%3A1016780525280.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;266;https://doi.org/10.1023/A:1016780525280;y;;
GRID: A Fully Location-Aware Routing Protocol for Mobile Ad Hoc Networks;Wen-Hwa Liao,    Jang-Ping Sheu,    Yu-Chee Tseng;2001;https://link.springer.com/article/10.1023/A%3A1016735301732;https://link.springer.com/content/pdf/10.1023%2FA%3A1016735301732.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;37;194;https://doi.org/10.1023/A:1016735301732;y;;
Dynamic Location Management for Mobile Computing;Riky Subrata,    Albert Y. Zomaya;2003;https://link.springer.com/article/10.1023/A%3A1023443004805;https://link.springer.com/content/pdf/10.1023%2FA%3A1023443004805.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;17;397;https://doi.org/10.1023/A:1023443004805;y;;
A survey on position-based routing for vehicular ad hoc networks;Jianqi Liu,    Jiafu Wan,    Qinruo Wang,    Pan Deng,    Keliang Zhou…;2016;https://link.springer.com/article/10.1007/s11235-015-9979-7;https://link.springer.com/content/pdf/10.1007%2Fs11235-015-9979-7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;64;https://doi.org/10.1007/s11235-015-9979-7;y;;
Routing for disruption tolerant networks: taxonomy and design;Thrasyvoulos Spyropoulos,    Rao Naveed Bin Rais,    Thierry Turletti…;2010;https://link.springer.com/article/10.1007/s11276-010-0276-9;https://link.springer.com/content/pdf/10.1007%2Fs11276-010-0276-9.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;6;163;https://doi.org/10.1007/s11276-010-0276-9;y;;
Hierarchical and QoS-Aware Routing in Multihop Wireless Mesh Networks;Paolo Bucciol,    Frank Y. Li,    Nikos Fragoulis…;2009;https://link.springer.com/chapter/10.1007/978-1-84800-909-7_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;9;71;https://doi.org/10.1007/978-1-84800-909-7_3;y;;
Impact of Interference on Multi-Hop Wireless Network Performance;Kamal Jain,    Jitendra Padhye,    Venkata N. Padmanabhan,    Lili Qiu;2005;https://link.springer.com/article/10.1007/s11276-005-1769-9;https://link.springer.com/content/pdf/10.1007%2Fs11276-005-1769-9.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;2;259;https://doi.org/10.1007/s11276-005-1769-9;y;;
A mobile transaction model that captures both the data and movement behavior;Margaret H. Dunham,    Abdelsalam Helal…;1997;https://link.springer.com/article/10.1023/A%3A1013672431080;https://link.springer.com/content/pdf/10.1023%2FA%3A1013672431080.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;19;298;https://doi.org/10.1023/A:1013672431080;y;;y
HiCoMo: High Commit Mobile Transactions;Minsoo Lee,    Sumi Helal;2002;https://link.springer.com/article/10.1023/A%3A1013381624108;https://link.springer.com/content/pdf/10.1023%2FA%3A1013381624108.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;10;52;https://doi.org/10.1023/A:1013381624108;y;;
