title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;take
Mobile internet access over intermittent network connectivity;Y Xia, CK Yeo - Journal of Network and Computer Applications, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S1084804513001872;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;
Mobility resilience and overhead constrained adaptation in directional 60 GHz WLANs: protocol design and system implementation;MK Haider, EW Knightly - … 17th ACM International Symposium on Mobile …, 2016 - dl.acm.org;2016;https://dl.acm.org/citation.cfm?id=2942380;https://dl.acm.org/ft_gateway.cfm?id=2942380&type=pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;163;No DOI available;
Mobile devices and services: bridging the digital divide in rural areas;E Pimenidis, AB Sideridis… - International Journal of …, 2009 - roar.uel.ac.uk;2009;http://roar.uel.ac.uk/1510/;http://roar.uel.ac.uk/1510/1/IJESDF%202%284%29%20Paper%2008.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;
Understanding spatial connectivity of individuals with non-uniform population density;P Wang, MC González - … Transactions of the Royal …, 2009 - royalsocietypublishing.org;2009;https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2009.0089;https://royalsocietypublishing.org/doi/full/10.1098/rsta.2009.0089;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;
University of Massachusetts Amherst arunab@ cs. umass. edu;A Balasubramanian - pdfs.semanticscholar.org;No year available;https://pdfs.semanticscholar.org/ef53/d3e3c18d3a8ab33d1f558996eb2003621528.pdf;https://pdfs.semanticscholar.org/ef53/d3e3c18d3a8ab33d1f558996eb2003621528.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;
A framework for connectivity in inter-working multi-hop wireless networks;O Salami, A Bagula, HA Chan - Smart Spaces and Next Generation Wired …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-14891-0_30;http://pubs.cs.uct.ac.za/archive/00000675/01/LNCS-Oladayo2.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;
Adaptive and Resilient Security for Multi-hop Multi-media Mobile Wireless Middleware;J Kong - 2002 - researchgate.net;2002;https://www.researchgate.net/profile/Jiejun_Kong/publication/2536972_Adaptive_and_Resilient_Security_for_Multi-hop_Multi-media_Mobile_Wireless_Middleware/links/00b49536859ef3a49a000000.pdf;https://www.researchgate.net/profile/Jiejun_Kong/publication/2536972_Adaptive_and_Resilient_Security_for_Multi-hop_Multi-media_Mobile_Wireless_Middleware/links/00b49536859ef3a49a000000.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;
An approach to quantifying resilience in mobile ad hoc networks;A Jabbar, H Narra, JPG Sterbenz - Design of Reliable Communication …, 2011 - ittc.ku.edu;2011;http://www.ittc.ku.edu/resilinets/papers/Jabbar-Narra-Sterbenz-2011.pdf;http://www.ittc.ku.edu/resilinets/papers/Jabbar-Narra-Sterbenz-2011.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;
Mobile advertising and directory assistance;T Durand, F Cenciarelli - US Patent App. 11/118,800, 2005 - Google Patents;2005;https://patents.google.com/patent/US20050245241A1/en;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;422;No DOI available;
An energy and memory-efficient key management scheme for mobile heterogeneous sensor networks;SU Khan, C Pastrone, L Lavagno… - Risk and Security of …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6061832/;https://iris.polito.it/retrieve/handle/11583/2458628/55107/KhanKeyManagement-CameraReady.pdfPOLITECNICO;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;27;No DOI available;y
A key distribution scheme using elliptic curve cryptography in wireless sensor networks;J Louw, G Niezen, TD Ramotsoela… - … (INDIN), 2016 IEEE …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7819342/;https://www.researchgate.net/profile/Adnan_Abu-Mahfouz/publication/312560251_A_key_distribution_scheme_using_elliptic_curve_cryptography_in_wireless_sensor_networks/links/5a2947920f7e9b71dd117255/A-key-distribution-scheme-using-elliptic-curve-cryptography-in-wireless-sensor-networks.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;
On connectivity of airborne networks with unpredictable flight path of aircrafts;S Shirazipourazad, P Ghosh, A Sen - … of the first ACM MobiHoc workshop …, 2012 - dl.acm.org;2012;https://dl.acm.org/citation.cfm?id=2248328;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;
Maintaining consistency of data in mobile distributed environments;E Pitoura, B Bhargava - … of the 15th International Conference on, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/500045/;https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2126&context=cstech;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;6;282;No DOI available;y
Supporting semantics-based transaction processing in mobile database applications;GD Walborn, PK Chrysanthis - Reliable Distributed Systems …, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/518721/;https://www.researchgate.net/profile/Panos_Chrysanthis/publication/2622532_Supporting_Semantics-Based_Transaction_Processing_in_Mobile_Database_Applications/links/564b94d308ae4ae893b7ea90/Supporting-Semantics-Based-Transaction-Processing-in-Mobile-Database-Applications.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;7;161;No DOI available;y
Building information systems for mobile environments;E Pitoura, B Bhargava - Proceedings of the third international conference …, 1994 - dl.acm.org;1994;https://dl.acm.org/citation.cfm?id=191310;https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2133&context=cstech;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;3;130;No DOI available;
System and method for maintaining transaction cache consistency in mobile computing environment;S Lee - US Patent App. 10/613,936, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040085980A1/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;41;No DOI available;y
Location dependent data and its management in mobile databases;MH Dunham, V Kumar - Database and Expert Systems …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/707433/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.25.6708&rep=rep1&type=pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;152;No DOI available;y
Building customer trust in mobile commerce;K Siau, Z Shen - Communications of the ACM, 2003 - dl.acm.org;2003;https://dl.acm.org/citation.cfm?id=641211;http://www.academia.edu/download/22459142/p91-siau.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;3;712;No DOI available;
Supporting transactional cache consistency in mobile database systems;SK Lee, CS Hwang, HC Yu - … Data engineering for wireless and mobile …, 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=313322;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;y
Data consistency in intermittently connected distributed systems;E Pitoura, B Bhargava - IEEE Transactions on Knowledge & Data …, 1999 - computer.org;1999;https://www.computer.org/csdl/trans/tk/1999/06/k0896.pdf;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/invalidation/ieee_tkde99_data_consistency_pitoura.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;166;No DOI available;y
Replication and consistency: Being lazy helps sometimes;Y Breitbart, HF Korth - Proceedings of the sixteenth ACM SIGACT …, 1997 - dl.acm.org;1997;https://dl.acm.org/citation.cfm?id=263681;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;158;No DOI available;y
Efficient validation of mobile transactions in wireless environments;VCS Lee, KW Lam, TW Kuo - Journal of Systems and Software, 2004 - Elsevier;2004;https://www.sciencedirect.com/science/article/pii/S0164121203000840;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/JSS_04_validation_mobile_transactions.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;5;48;No DOI available;y
Mobile data and transaction management;SK Madria, M Mohania, SS Bhowmick, B Bhargava - Information Sciences, 2002 - Elsevier;2002;https://www.sciencedirect.com/science/article/pii/S0020025502001780;http://www.eprint.iitd.ac.in/bitstream/2074/1040/1/madriamob2002.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;11;124;No DOI available;y
An approach for mobile agent security and fault tolerance using distributed transactions;H Vogler, T Kunkelmann… - Parallel and Distributed …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/652560/;http://www.vs.inf.ethz.ch/publ/papers/MaluApproachMobSec.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;75;No DOI available;y
Consistency management strategies for data replication in mobile ad hoc networks;T Hara, SK Madria - 2009 - scholarsmine.mst.edu;2009;http://scholarsmine.mst.edu/comsci_facwork/180/;http://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1179&context=comsci_facwork;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;103;No DOI available;y
Mobile computing and databases-a survey;D Barbará - IEEE transactions on Knowledge and Data …, 1999 - ieeexplore.ieee.org;1999;https://ieeexplore.ieee.org/abstract/document/755619/;http://lsirwww.epfl.ch/courses/dis/2002ws/papers/barbara99mobile.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;13;603;No DOI available;y
The impact of perceptions of interactivity on customer trust and transaction intentions in mobile commerce;TM Lee - Journal of Electronic Commerce Research, 2005 - jecr.org;2005;http://www.jecr.org/sites/default/files/06_3_p01.pdf;http://www.jecr.org/sites/default/files/06_3_p01.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;3;412;No DOI available;
Achieving consistency in mobile databases through localization in PRO-MOTION;S Mazumdar, PK Chrysanthis - Database and Expert Systems …, 1999 - ieeexplore.ieee.org;1999;https://ieeexplore.ieee.org/abstract/document/795149/;http://www.mgt.ncu.edu.tw/~ylchen/database/mobile-1.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;24;No DOI available;y
Transaction processing in PRO-MOTION;GD Walborn, PK Chrysanthis - … of the 1999 ACM symposium on Applied …, 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=298393;https://www.researchgate.net/profile/Panos_Chrysanthis/publication/251204548_Transaction_processing_in_PROMOTION/links/564b94c208ae3374e5ddc21b/Transaction-processing-in-PROMOTION.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;5;95;No DOI available;y
Method for providing user-apparent consistency in a wireless device;D Fishman, G Buzzard, H Wolters, S Mukherjea… - US Patent …, 2006 - Google Patents;2006;https://patents.google.com/patent/US7117266B2/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;160;No DOI available;y
Compositional programming abstractions for mobile computing;PJ McCann, GC Roman - IEEE Transactions on Software …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/666824/;http://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=1455&context=cse_research;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;119;No DOI available;
What drives mobile commerce?: An empirical evaluation of the revised technology acceptance model;JH Wu, SC Wang - Information & management, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S0378720604000904;https://www.researchgate.net/profile/Khan_Taufique/post/Does_anyone_have_the_questionnaire_used_to_assess_TAM_TAM2_and_or_TAM3/attachment/59d6432079197b807799ea6a/AS%3A441808166625282%401482346683989/download/Wu+and+Wang+2005.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;3;2346;No DOI available;
Submission of transactions from mobile workstations in a cooperative multidatabase processing environment;LH Yeo, A Zaslavsky - … Systems, 1994., Proceedings of the 14th …, 1994 - ieeexplore.ieee.org;1994;https://ieeexplore.ieee.org/abstract/document/302439/;http://lyle.smu.edu/~mhd/8391f01/mehta2.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;5;102;No DOI available;y
Method and system for managing replicated data with enhanced consistency and concurrency;Y Breitbart, HF Korth - US Patent 5,864,851, 1999 - Google Patents;1999;https://patents.google.com/patent/US5864851A/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;84;No DOI available;y
A mechanism for replicated data consistency in mobile computing environments;JM Monteiro, A Brayner, S Lifschitz - … of the 2007 ACM symposium on …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1244203;https://www.researchgate.net/profile/Angelo_Brayner/publication/220999740_A_mechanism_for_replicated_data_consistency_in_mobile_computing_environments/links/5981d8e04585150575c03f21/A-mechanism-for-replicated-data-consistency-in-mobile-computing-environments.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;y
Explaining the adoption of transactional B2C mobile commerce;M Khalifa, K Ning Shen - Journal of enterprise information …, 2008 - emeraldinsight.com;2008;https://www.emeraldinsight.com/doi/pdf/10.1108/17410390810851372;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;274;No DOI available;
An empirical examination of factors influencing the intention to use mobile payment;C Kim, M Mirusmonov, I Lee - Computers in Human Behavior, 2010 - Elsevier;2010;https://www.sciencedirect.com/science/article/pii/S074756320900168X;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;3;701;No DOI available;
Weak consistency: a generalized theory and optimistic implementations for distributed transactions;A Adya - 1999 - pdfs.semanticscholar.org;1999;https://pdfs.semanticscholar.org/e185/9bafc95676c4f748b961548b78951bbc260e.pdf;https://pdfs.semanticscholar.org/e185/9bafc95676c4f748b961548b78951bbc260e.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;211;No DOI available;y
Selection of mobile value-added services for system operators using fuzzy synthetic evaluation;YF Kuo, PC Chen - Expert Systems with Applications, 2006 - Elsevier;2006;https://www.sciencedirect.com/science/article/pii/S0957417405001491;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;126;No DOI available;
Maintaining data consistency using timestamp ordering in real-time broadcast environments;VCS Lee, KW Lam, SH Son - Real-Time Computing Systems …, 1999 - ieeexplore.ieee.org;1999;https://ieeexplore.ieee.org/abstract/document/811190/;https://pdfs.semanticscholar.org/593f/f9c848f45f004b1d4aaf6757c8dc17543983.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;y
System and method of managing contactless payment transactions using a mobile communication device as a stored value device;A Sun, PC An, YC Lo, CH Lee, CW Pang… - US Patent …, 2011 - Google Patents;2011;https://patents.google.com/patent/US8014755B2/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;11;338;No DOI available;y
